Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG31,OUT045,1018.7567
FDC60,OUT045,1479.9359
FDL36,OUT013,1470.9694
FDP21,OUT013,3091.8132
FDW16,OUT045,1479.9359
FDX02,OUT017,3863.7744
FDQ58,OUT027,4338.9556
FDT51,OUT046,1833.2039
FDD59,OUT049,1263.609
NCM42,OUT018,1523.6656
FDA57,OUT018,593.3694
FDZ48,OUT035,1819.6636
FDE46,OUT045,2472.342
NCZ30,OUT019,321.31738
FDB56,OUT017,3079.2715
FDA25,OUT027,2775.2231
FDD20,OUT013,2072.287
FDL25,OUT013,1518.4131
NCO18,OUT049,2955.5837
FDJ45,OUT017,658.331
FDR12,OUT035,2859.6067
NCF19,OUT010,117.244995
FDK25,OUT046,2786.1333
NCR17,OUT046,1987.0226
FDC52,OUT046,2478.884
NCA54,OUT017,3005.8157
FDR45,OUT010,533.2363
NCM19,OUT049,1990.7368
FDF39,OUT027,5992.9243
FDX23,OUT049,1562.1155
FDD58,OUT027,2788.002
FDX28,OUT013,1593.2527
NCD31,OUT013,2641.5898
FDU57,OUT018,2267.4172
FDI27,OUT046,741.26624
NCM42,OUT046,1620.1483
FDD32,OUT027,2252.9507
FDI34,OUT013,3853.1567
NCM29,OUT049,2093.7268
FDG46,OUT018,1760.1351
DRC01,OUT010,119.05449
FDB15,OUT027,5992.9243
NCA17,OUT027,4065.8184
FDF10,OUT046,2468.1284
FDR26,OUT027,4870.237
FDI02,OUT049,1847.7241
NCM54,OUT010,256.3714
FDF14,OUT013,2458.0464
FDJ33,OUT010,252.71808
FDM20,OUT035,3948.2683
FDC03,OUT027,5508.606
NCX05,OUT046,1998.4764
NCM41,OUT027,2749.8298
NCU29,OUT010,403.2338
FDQ59,OUT017,1321.2285
FDH46,OUT010,186.51892
FDH09,OUT013,743.933
NCD06,OUT045,744.33875
FDC15,OUT035,2518.2842
DRD37,OUT027,1111.1858
FDT28,OUT027,4063.013
FDR28,OUT027,4475.707
FDT38,OUT017,1367.9078
FDV34,OUT027,1915.0363
FDY52,OUT035,999.4017
FDB34,OUT013,1356.8043
DRL23,OUT018,1523.6656
DRB24,OUT046,2500.1663
FDJ50,OUT046,790.3648
FDQ49,OUT035,2511.8152
FDP20,OUT035,2041.7758
FDV19,OUT027,4472.684
NCR54,OUT045,3052.9219
FDO09,OUT010,581.76434
FDS57,OUT018,1938.104
FDN10,OUT049,2002.1907
FDV23,OUT049,2093.7268
FDY28,OUT049,3672.3196
DRG51,OUT013,2641.5898
FDD45,OUT019,251.1227
NCL18,OUT027,5516.4185
NCM29,OUT013,2072.287
FDF17,OUT027,5508.606
FDE22,OUT017,2645.3003
FDQ22,OUT017,660.6535
FDS01,OUT013,3011.652
FDW35,OUT027,1111.1858
FDJ33,OUT046,2090.0125
NCF54,OUT035,2937.323
FDE09,OUT013,1779.1987
NCE06,OUT045,2648.6301
DRH49,OUT049,1263.609
FDY43,OUT045,2846.9307
NCT05,OUT017,4007.9514
FDZ34,OUT045,3055.543
FDL38,OUT017,1451.8528
FDZ31,OUT017,3079.2715
FDR14,OUT035,848.5435
NCN54,OUT049,1263.609
NCC42,OUT027,3136.5098
FDK08,OUT017,1585.0315
FDP59,OUT013,1612.9935
FDV22,OUT035,2634.528
FDD33,OUT035,3894.9119
DRE60,OUT027,6679.776
FDK52,OUT046,3835.7554
FDA02,OUT017,2464.1775
FDM56,OUT049,1620.1483
FDE57,OUT035,2048.663
FDM32,OUT045,1479.9359
NCQ30,OUT027,2972.6729
FDQ27,OUT027,2775.2231
FDT60,OUT027,3163.2087
FDU43,OUT049,3908.325
NCO55,OUT035,1611.5001
FDG02,OUT045,3055.543
FDJ28,OUT013,3091.8132
FDP40,OUT045,1819.0167
FDJ38,OUT045,3055.543
NCC54,OUT017,3940.2358
NCZ41,OUT046,2090.0125
FDK38,OUT019,352.03174
FDU52,OUT013,2506.6123
FDC40,OUT046,1267.1443
NCR30,OUT017,1128.7991
NCN18,OUT017,1819.6636
FDB50,OUT035,1286.6583
FDG04,OUT013,3091.8132
FDR26,OUT035,2952.2058
NCT17,OUT018,2851.5693
FDX35,OUT027,6000.5747
FDS12,OUT046,2090.0125
NCZ29,OUT027,3192.0872
FDB38,OUT010,365.62976
FDP12,OUT013,660.6606
FDP22,OUT046,766.7085
FDS26,OUT018,3435.637
FDR52,OUT046,3068.4573
DRJ13,OUT046,2648.5334
FDU48,OUT027,3152.1755
FDE29,OUT035,976.5396
NCT29,OUT049,2093.7268
DRK37,OUT018,2851.5693
FDK55,OUT046,1439.8192
FDR07,OUT046,1562.1155
FDO21,OUT027,5664.716
FDK46,OUT049,4104.0986
FDB12,OUT045,1610.8531
FDT31,OUT027,5358.884
FDJ33,OUT045,2041.1287
FDC26,OUT027,3002.3591
NCQ02,OUT045,3055.543
FDP08,OUT010,473.92865
FDB11,OUT027,5671.1064
FDV55,OUT013,2458.0464
FDW20,OUT049,2093.7268
NCJ18,OUT019,321.31738
FDC41,OUT018,1010.1612
FDE14,OUT027,2775.2231
FDG35,OUT013,2945.565
FDF45,OUT035,851.1351
FDS19,OUT027,2215.9114
FDS58,OUT019,341.85416
FDA26,OUT017,3785.9133
FDM32,OUT049,1436.9056
FDL45,OUT046,2090.0125
FDZ55,OUT049,2644.2856
FDY37,OUT049,2100.6143
FDO46,OUT046,3068.4573
FDQ60,OUT046,2083.896
FDA19,OUT018,1905.485
FDL15,OUT046,2500.1663
FDM10,OUT018,3266.3845
NCL05,OUT017,680.546
DRK49,OUT010,106.95088
NCE18,OUT027,6023.599
FDG40,OUT049,662.1777
DRI59,OUT045,3786.3652
FDK28,OUT035,4019.342
NCD06,OUT019,114.978455
FDO11,OUT019,537.1639
FDK27,OUT046,2083.896
FDT43,OUT027,1307.198
FDD38,OUT018,1523.6656
FDA16,OUT049,3750.52
FDL14,OUT027,4338.9556
NCM17,OUT049,682.07043
FDD20,OUT045,2041.1287
FDA40,OUT045,1451.2058
FDL43,OUT045,1286.0114
FDV15,OUT045,1610.8531
FDE52,OUT046,1468.5493
NCL17,OUT010,314.886
NCJ31,OUT045,3910.7039
FDR60,OUT045,1286.0114
NCA18,OUT035,1953.2646
FDS21,OUT027,1737.9922
FDW09,OUT035,1286.6583
FDL26,OUT035,2511.8152
FDS47,OUT018,1390.6802
FDC39,OUT046,3493.5872
FDT51,OUT035,1807.7373
FDK40,OUT035,4161.881
NCG19,OUT045,3857.3474
FDZ07,OUT046,974.1883
FDF08,OUT027,2749.5593
FDO04,OUT013,825.0313
FDK41,OUT018,1260.1168
FDP15,OUT049,3981.7776
NCD43,OUT018,1523.6656
NCP18,OUT013,2458.0464
FDZ51,OUT046,1514.5698
DRH13,OUT035,1611.5001
FDF38,OUT045,679.18787
NCI43,OUT045,744.33875
FDM38,OUT027,1751.2252
FDS03,OUT013,983.6269
DRJ47,OUT017,2922.445
FDT50,OUT010,183.79846
FDV02,OUT046,2930.856
NCG18,OUT017,1611.5001
FDW52,OUT046,2648.5334
FDS40,OUT035,664.13885
FDN31,OUT017,3079.2715
FDA37,OUT045,2041.1287
FDA15,OUT046,3962.5742
FDL39,OUT046,2984.575
FDJ53,OUT045,2041.1287
FDX22,OUT013,3704.367
NCZ42,OUT045,3910.7039
FDD56,OUT027,4720.412
FDD40,OUT017,3079.2715
FDS50,OUT013,3740.1538
NCN14,OUT013,3095.5103
FDT15,OUT013,3101.8376
NCS18,OUT027,2878.79
NCO26,OUT010,255.24121
FDF58,OUT018,882.58826
NCB19,OUT013,1440.7489
FDH26,OUT017,2048.663
DRB24,OUT027,4569.074
FDA49,OUT018,1305.6207
FDB32,OUT045,1563.8184
FDI36,OUT017,3076.6504
NCA17,OUT010,401.81412
FDH22,OUT013,2072.287
NCM26,OUT018,2347.0935
FDT15,OUT027,5393.5527
FDB16,OUT018,1372.3707
NCP54,OUT027,3167.0017
FDJ36,OUT013,1612.9935
FDO28,OUT045,2035.012
FDU09,OUT013,825.0313
FDF29,OUT017,2041.7758
FDY08,OUT013,2072.287
DRJ59,OUT018,577.673
FDT23,OUT027,2215.9114
FDU15,OUT018,577.673
FDT47,OUT013,1565.9587
FDI53,OUT019,492.1149
FDR59,OUT018,3469.0813
FDD53,OUT035,679.83484
FDY51,OUT017,3785.9133
FDT04,OUT049,662.1777
FDU51,OUT049,2955.5837
FDG14,OUT035,2484.638
NCU06,OUT045,3857.3474
DRG25,OUT046,3068.4573
DRH49,OUT035,1323.7716
FDN15,OUT035,2041.7758
FDL43,OUT018,1190.416
NCT18,OUT049,3075.3638
NCB31,OUT013,4111.665
FDK57,OUT035,1979.2543
FDY04,OUT019,492.1149
NCP54,OUT046,2090.0125
FDF41,OUT013,3909.9956
FDM01,OUT045,1610.8531
FDW03,OUT045,1610.8531
FDF28,OUT045,2041.1287
FDY37,OUT017,2048.663
FDQ03,OUT017,3925.0808
FDP51,OUT027,2967.3237
FDJ40,OUT017,1807.7373
FDC32,OUT049,1514.5698
DRI49,OUT027,2252.9507
NCW54,OUT017,836.8612
FDF09,OUT017,660.6535
FDP45,OUT018,3398.2048
DRJ23,OUT018,2842.3994
FDS59,OUT017,1807.7373
FDY08,OUT046,2090.0125
FDX16,OUT049,2460.824
FDY16,OUT018,2846.0964
FDK32,OUT035,2511.8152
FDQ22,OUT013,665.7128
NCC31,OUT018,2351.4514
FDG58,OUT049,2493.8914
DRF48,OUT013,3091.8132
DRH36,OUT049,1053.6796
NCR30,OUT035,1126.1917
FDB03,OUT019,548.404
FDZ28,OUT027,3192.0872
FDR35,OUT017,3064.9468
DRD15,OUT027,6164.8574
FDJ33,OUT019,307.06696
FDA56,OUT010,256.13147
FDP56,OUT046,741.26624
NCT30,OUT046,741.26624
FDK15,OUT017,1591.7593
FDH44,OUT018,2267.4172
FDV01,OUT013,2500.1433
DRG03,OUT017,2479.074
FDG50,OUT027,2749.5593
FDR16,OUT010,663.5023
FDZ60,OUT046,1620.1483
DRG03,OUT045,2500.1663
FDS56,OUT018,3513.1995
FDU33,OUT045,744.33875
DRD27,OUT035,1578.0723
FDW22,OUT046,3774.0374
DRA24,OUT045,2648.6301
FDF38,OUT049,667.2299
FDX48,OUT013,2500.1433
FDS58,OUT018,2456.0083
FDC32,OUT046,1514.5698
NCQ29,OUT045,4119.6875
DRK39,OUT018,1260.1168
NCS38,OUT017,1947.4001
DRO47,OUT013,1835.624
DRG27,OUT027,1111.1858
FDC57,OUT027,5472.0703
FDS55,OUT046,2468.1284
NCJ06,OUT018,1905.485
FDO01,OUT019,299.52344
NCM55,OUT045,3059.24
FDC52,OUT049,2471.5796
FDQ15,OUT045,1286.0114
NCT30,OUT027,1279.5093
NCR42,OUT027,1062.922
FDD28,OUT035,851.1351
FDQ34,OUT049,1620.1483
FDZ12,OUT027,3160.6306
DRE13,OUT019,225.65904
NCN07,OUT019,305.41144
FDM28,OUT035,2991.042
FDI10,OUT017,2922.445
FDQ25,OUT013,2859.2737
FDA38,OUT010,528.51953
DRI13,OUT049,3672.3196
FDY20,OUT027,2749.5593
NCZ53,OUT035,3068.219
NCM31,OUT013,2469.1882
DRB01,OUT017,3079.2715
DRF37,OUT046,4124.6514
NCF42,OUT049,2955.5837
FDF16,OUT018,2267.4172
FDB41,OUT013,743.933
FDR34,OUT013,3843.8926
FDR15,OUT018,2351.4514
NCV42,OUT019,304.60092
FDW51,OUT035,3722.9185
FDU36,OUT017,1566.4995
FDX60,OUT049,1263.609
FDY03,OUT035,1836.2057
FDW55,OUT045,3960.7837
FDT01,OUT010,609.60803
FDG58,OUT013,2500.1433
FDK21,OUT017,3990.3154
NCS41,OUT019,486.43433
FDS10,OUT045,2995.7336
NCT53,OUT046,2648.5334
FDJ28,OUT018,2851.5693
FDX44,OUT045,1451.2058
FDT20,OUT018,581.1671
FDO44,OUT017,1770.8846
NCX17,OUT049,3851.486
FDY01,OUT017,1953.2646
FDJ12,OUT027,5608.829
DRK35,OUT018,577.673
FDD47,OUT019,441.50516
NCM53,OUT035,1611.5001
FDO45,OUT013,1440.7489
NCM42,OUT010,244.97437
FDE04,OUT046,2984.575
NCI30,OUT027,6029.869
FDZ19,OUT013,2945.565
FDW57,OUT013,2960.4478
FDA25,OUT013,1612.9935
FDT22,OUT046,909.95386
FDP51,OUT013,2009.7655
FDD48,OUT027,2985.222
FDY39,OUT035,3078.2434
FDO48,OUT010,724.0587
FDD23,OUT027,5392.659
DRN35,OUT027,1062.922
FDT01,OUT035,3722.9185
FDC20,OUT010,147.08533
DRJ35,OUT035,976.5396
FDB32,OUT046,1514.5698
FDL24,OUT046,2930.856
NCV42,OUT035,1836.2057
FDZ46,OUT046,1620.1483
FDC15,OUT013,2506.6123
FDD08,OUT019,87.08349
FDY50,OUT049,1467.1261
FDD36,OUT013,2009.7655
FDG57,OUT027,1307.198
FDL21,OUT018,593.3694
FDN16,OUT027,2775.2231
FDJ09,OUT027,1111.1858
FDS01,OUT010,372.27994
FDV33,OUT017,4122.4307
DRE12,OUT017,1947.4001
FDR07,OUT013,1567.9929
FDP48,OUT010,458.80643
NCB55,OUT035,851.1351
FDQ08,OUT013,913.43854
FDR34,OUT035,3894.9119
FDO33,OUT046,1847.7241
FDP13,OUT045,666.986
FDX12,OUT049,3908.325
NCT06,OUT049,2786.5913
FDR16,OUT019,517.9014
FDE36,OUT046,2648.5334
FDZ36,OUT049,3086.2905
FDV13,OUT045,1451.2058
NCZ17,OUT035,664.13885
FDU56,OUT045,3065.5674
FDM09,OUT035,2930.6902
FDV02,OUT017,2935.6653
FDS34,OUT018,1760.1351
FDA11,OUT049,1562.1155
FDP09,OUT017,3741.299
FDB29,OUT027,2988.5054
FDT19,OUT017,2935.6653
DRH15,OUT017,682.97156
FDY38,OUT046,3845.0195
FDF14,OUT027,4078.1445
FDN48,OUT010,183.7662
FDQ12,OUT013,3853.1567
NCJ43,OUT045,2924.647
FDE17,OUT019,322.3391
FDB05,OUT035,3998.3481
FDH10,OUT045,3055.543
NCR06,OUT017,676.34973
FDU32,OUT018,1905.485
FDD56,OUT049,2940.701
FDO36,OUT018,2754.4377
FDH16,OUT010,185.4708
FDX10,OUT018,575.35046
FDZ37,OUT017,1451.8528
FDU31,OUT010,667.0314
DRC49,OUT049,2100.6143
FDL15,OUT045,2472.342
FDN32,OUT019,538.07245
DRH59,OUT027,1849.7115
NCU29,OUT049,2460.824
FDR37,OUT019,514.70807
FDS14,OUT018,2435.924
FDU02,OUT027,6000.5747
FDJ08,OUT035,3068.219
NCZ06,OUT045,3972.5232
FDO31,OUT049,1306.096
FDH31,OUT018,1521.5809
FDS58,OUT017,2645.3003
NCA53,OUT027,1307.198
FDF50,OUT046,3065.8362
NCW42,OUT049,3780.504
NCQ17,OUT045,2511.2483
FDK51,OUT018,3513.1995
NCW41,OUT010,411.19772
NCR29,OUT017,836.8612
FDB08,OUT019,341.85416
FDA40,OUT027,2384.3484
FDL14,OUT018,2437.4263
FDB47,OUT046,3702.7263
FDO03,OUT035,3885.6477
DRK13,OUT019,476.12256
FDX13,OUT010,561.54553
FDF52,OUT046,3078.4817
FDT11,OUT013,3091.8132
FDB08,OUT013,2641.5898
FDQ28,OUT018,2351.4514
FDD29,OUT045,3972.5232
NCQ29,OUT027,6014.562
NCO02,OUT013,983.6269
FDR56,OUT010,489.44083
NCM54,OUT049,2093.7268
FDP51,OUT035,1953.2646
FDT38,OUT013,1319.5078
FDZ20,OUT018,3398.2048
FDJ53,OUT013,2072.287
FDX13,OUT049,3960.7837
FDP58,OUT035,3793.9458
NCK31,OUT019,138.24269
FDA35,OUT018,1905.485
FDV37,OUT018,3043.6636
NCO07,OUT027,5497.983
FDA20,OUT045,3055.543
FDZ59,OUT035,2859.6067
NCY17,OUT017,743.9259
FDQ28,OUT035,2511.8152
FDV35,OUT017,2503.7983
FDQ36,OUT013,658.3381
FDD34,OUT018,2462.0972
FDK51,OUT045,4119.6875
FDV31,OUT035,2937.323
FDR04,OUT035,1564.4653
FDR14,OUT049,827.63116
DRC36,OUT010,433.34766
FDE39,OUT019,321.31738
FDP57,OUT049,1620.1483
FDE57,OUT046,2096.9
NCN18,OUT046,1833.2039
NCQ05,OUT018,2267.4172
FDW47,OUT035,2041.7758
FDV46,OUT035,2041.7758
NCP29,OUT045,998.7547
FDE09,OUT018,1730.1334
NCU06,OUT027,6164.8574
FDT19,OUT010,433.34766
DRF15,OUT017,2479.074
DRI51,OUT013,2859.2737
NCX54,OUT013,1612.9935
DRE01,OUT013,3909.9956
NCB07,OUT045,3052.9219
FDU50,OUT035,1947.4001
FDG40,OUT035,664.13885
FDW10,OUT018,2729.95
FDX51,OUT013,3089.1921
NCP17,OUT045,1018.7567
FDP21,OUT035,3068.219
FDL04,OUT045,1610.8531
FDV23,OUT013,2072.287
FDF24,OUT046,1309.0095
FDH56,OUT027,2988.5054
FDB51,OUT049,940.35986
FDI58,OUT027,2732.2476
FDR20,OUT013,743.933
FDC51,OUT018,1905.485
FDB16,OUT027,2384.3484
FDE40,OUT049,940.35986
NCM17,OUT035,684.0311
FDU56,OUT035,3071.916
FDS32,OUT019,337.9461
FDX02,OUT049,3828.381
FDT39,OUT027,4569.074
FDE35,OUT017,840.3106
NCI42,OUT019,620.16583
DRL23,OUT046,1620.1483
FDA10,OUT046,2090.0125
FDA11,OUT013,1565.9587
NCM06,OUT046,2500.1663
NCT05,OUT035,4078.486
NCQ02,OUT010,462.60992
NCY06,OUT049,2093.7268
FDY56,OUT035,3871.807
FDL02,OUT035,1611.5001
NCI06,OUT035,2952.2058
FDQ14,OUT045,2461.5864
FDQ12,OUT017,3877.6152
FDP36,OUT046,741.26624
FDK21,OUT027,6029.869
FDO40,OUT045,2461.5864
NCK54,OUT019,306.1661
FDY09,OUT018,2729.95
NCW30,OUT049,4104.0986
NCC55,OUT027,1062.922
FDE58,OUT018,1833.1677
FDR39,OUT013,3095.5103
FDU28,OUT049,3082.5935
FDH08,OUT017,3877.6152
FDG35,OUT045,2924.647
FDG22,OUT049,662.1777
FDC34,OUT035,2522.8972
FDP15,OUT018,3398.2048
FDK34,OUT010,533.2363
FDU45,OUT035,1953.2646
FDQ04,OUT027,1092.8776
FDX22,OUT018,3288.7395
FDB45,OUT017,1611.5001
NCH43,OUT027,5497.983
DRE60,OUT046,3821.9146
FDD17,OUT027,6102.745
NCM54,OUT017,2041.7758
NCH55,OUT013,2072.287
NCT06,OUT017,2645.3003
FDA48,OUT027,5628.843
FDY58,OUT027,6679.776
FDO25,OUT045,3694.7417
FDN50,OUT045,1563.8184
FDH35,OUT035,2661.3062
FDK09,OUT045,3848.0833
FDO16,OUT013,1308.0089
FDW11,OUT045,1018.7567
FDU47,OUT027,3161.742
NCQ42,OUT010,256.3714
FDK55,OUT027,2749.5593
FDN08,OUT049,2002.1907
FDT57,OUT045,3895.5488
FDJ12,OUT018,3293.4055
DRL59,OUT017,791.30316
NCN53,OUT046,660.4191
FDO51,OUT010,105.02861
FDK56,OUT017,3079.2715
FDY12,OUT035,794.0843
FDU15,OUT035,664.13885
FDQ19,OUT046,3898.376
DRF15,OUT045,2500.1663
DRE25,OUT019,249.8785
FDK57,OUT018,1854.726
FDD33,OUT010,536.60706
FDR34,OUT027,6164.8574
FDU04,OUT045,2041.1287
FDE35,OUT019,168.08162
NCD31,OUT035,2661.3062
FDJ56,OUT035,1585.0315
NCU53,OUT046,2648.5334
FDD39,OUT035,3722.9185
NCU17,OUT019,236.07144
FDJ20,OUT046,2090.0125
NCW41,OUT018,2435.924
FDL52,OUT035,667.633
FDS39,OUT035,2048.663
DRJ47,OUT045,2924.647
FDP13,OUT010,107.42139
DRK39,OUT010,183.32646
FDF28,OUT010,258.42572
FDB09,OUT045,2041.1287
FDM51,OUT046,1593.6799
DRM49,OUT018,663.79407
DRF23,OUT013,2945.565
DRH01,OUT035,2937.323
FDH12,OUT027,2878.79
FDA28,OUT019,307.06696
FDW37,OUT018,1390.6802
FDF02,OUT046,1620.1483
DRL37,OUT046,680.3119
NCF43,OUT046,2096.9
FDH08,OUT010,539.1576
FDR34,OUT019,559.85614
NCK19,OUT049,3079.9724
NCD55,OUT018,597.56555
FDT27,OUT049,3851.486
FDQ57,OUT045,2461.5864
FDA47,OUT035,2661.3062
DRG15,OUT027,1737.9922
FDE05,OUT018,2267.4172
FDN46,OUT046,1600.4077
FDX27,OUT027,2749.8298
FDT51,OUT045,1807.0903
FDU33,OUT013,682.9784
FDJ16,OUT027,1671.1865
FDD20,OUT019,307.06696
FDT36,OUT049,662.1777
DRF15,OUT027,3874.21
FDN52,OUT010,176.4541
FDC22,OUT027,5472.0703
FDX15,OUT045,2648.6301
FDT13,OUT013,3091.8132
FDU04,OUT017,2041.7758
FDU31,OUT019,513.7896
FDW59,OUT027,2361.1362
NCO29,OUT046,2648.5334
FDL15,OUT035,2484.638
FDI41,OUT049,2460.824
FDQ48,OUT049,1586.7207
DRI39,OUT013,828.481
FDI08,OUT013,3980.0898
FDC21,OUT049,1788.7045
FDF58,OUT035,999.4017
FDS08,OUT010,370.79276
FDE47,OUT045,2041.1287
NCP18,OUT019,322.3391
NCR41,OUT013,1565.9587
FDA27,OUT013,3980.0898
FDA43,OUT035,3065.598
FDA49,OUT045,1451.2058
NCE55,OUT018,2729.95
DRM49,OUT027,1111.1858
FDF22,OUT027,5497.983
FDQ15,OUT018,1202.5535
NCS54,OUT017,2935.6653
NCY05,OUT013,660.6606
FDR45,OUT046,3898.376
FDK57,OUT049,2093.7268
FDF41,OUT010,561.54553
FDV21,OUT046,2090.0125
FDD51,OUT046,741.26624
FDF33,OUT046,1620.1483
FDA38,OUT046,3883.221
FDR56,OUT045,3052.9219
NCN41,OUT017,2041.7758
FDC60,OUT027,2603.5317
FDB47,OUT045,3705.202
DRH01,OUT013,2945.565
FDW08,OUT046,1620.1483
FDF38,OUT027,1065.5051
FDY32,OUT017,2645.3003
FDG34,OUT049,1620.1483
FDG47,OUT019,573.2527
NCF18,OUT035,3068.219
FDL39,OUT019,467.30136
NCH55,OUT035,2041.7758
DRJ35,OUT049,940.35986
FDS44,OUT035,3948.2683
DRE01,OUT018,3391.8577
FDY39,OUT013,3095.5103
FDY32,OUT018,2462.0972
FDR33,OUT027,3083.6787
NCP50,OUT049,1306.096
FDZ47,OUT018,1485.6531
FDU57,OUT049,2471.5796
FDY44,OUT013,3089.1921
DRH59,OUT018,987.4443
FDB03,OUT027,6029.869
FDY46,OUT045,3055.543
FDM39,OUT045,2939.5298
FDY36,OUT035,1126.1917
NCM55,OUT035,3071.916
FDJ50,OUT010,117.73897
DRL60,OUT013,2458.0464
NCJ54,OUT049,3851.486
FDX59,OUT017,658.331
FDI07,OUT013,3104.1233
DRF51,OUT010,108.70648
FDM14,OUT017,1611.5001
FDP21,OUT045,3055.543
FDE40,OUT035,999.4017
FDE05,OUT035,2468.942
FDM13,OUT027,3143.6782
FDC34,OUT027,4354.236
NCI55,OUT018,1905.485
NCE43,OUT018,2621.9822
FDW58,OUT018,1523.6656
FDG60,OUT045,3857.3474
FDV31,OUT017,2935.6653
FDR47,OUT013,3089.1921
FDM60,OUT019,85.67031
NCF06,OUT018,3407.5999
NCN26,OUT027,2980.306
FDQ59,OUT049,1355.5042
FDF09,OUT046,660.4191
NCS06,OUT017,4142.6484
FDT44,OUT046,1998.4764
FDI19,OUT017,3940.2358
FDT22,OUT017,937.5719
NCF54,OUT027,4526.071
DRG25,OUT045,3055.543
FDB59,OUT017,3076.6504
FDQ37,OUT017,3076.6504
FDP56,OUT035,744.9856
FDW44,OUT035,2937.323
FDJ26,OUT010,663.5023
FDU43,OUT018,3362.9802
FDW33,OUT045,1610.8531
NCX53,OUT027,3351.2793
FDN56,OUT010,478.39615
DRF15,OUT049,2471.5796
FDO33,OUT017,1953.2646
FDZ39,OUT010,232.21063
NCJ19,OUT017,836.8612
FDU01,OUT035,3071.916
FDT12,OUT035,3871.807
NCM18,OUT018,882.58826
FDP19,OUT017,2041.7758
NCR42,OUT049,662.1777
FDN10,OUT046,2027.4907
FDG44,OUT017,836.8612
FDQ10,OUT046,2924.2231
DRH13,OUT049,1620.1483
FDT52,OUT013,3909.9956
FDM56,OUT045,1807.0903
NCO43,OUT010,186.51892
NCV29,OUT035,2952.2058
NCF06,OUT013,4111.665
FDO50,OUT035,1516.9197
FDT59,OUT013,3853.1567
FDX40,OUT027,1062.922
FDE50,OUT017,3079.2715
FDX51,OUT017,3076.6504
NCD30,OUT018,1485.6531
FDK15,OUT013,1593.2527
FDL12,OUT045,975.89264
FDK46,OUT017,4117.6533
DRH49,OUT010,178.1049
FDQ57,OUT046,2468.1284
FDY59,OUT017,1516.9197
FDO09,OUT018,3469.0813
NCG30,OUT035,2041.7758
FDM09,OUT017,2851.3616
NCN17,OUT027,2775.2231
NCS42,OUT013,1470.9694
FDD02,OUT019,306.1661
FDE34,OUT013,3084.5835
FDU38,OUT045,3055.543
FDB33,OUT046,2622.7825
NCJ29,OUT017,1451.8528
FDZ27,OUT035,744.9856
FDI40,OUT013,1586.5249
FDG22,OUT013,660.6606
FDT51,OUT017,1807.7373
FDF20,OUT018,3043.6636
FDV50,OUT035,2041.7758
FDT02,OUT049,662.1777
DRC49,OUT017,2464.1775
FDF26,OUT049,2471.5796
FDV52,OUT035,1979.2543
FDX59,OUT049,662.1777
FDV25,OUT035,3823.9297
FDW23,OUT027,1062.922
FDE53,OUT018,1523.6656
FDA19,OUT017,2041.7758
FDH22,OUT046,2090.0125
NCO41,OUT013,1567.9929
FDX12,OUT017,3940.2358
FDF17,OUT013,3089.1921
FDS11,OUT045,3786.3652
FDR51,OUT035,2468.942
FDT49,OUT010,245.51443
FDC56,OUT013,2072.287
FDR13,OUT027,2985.222
FDQ60,OUT035,2041.7758
FDN38,OUT049,3960.7837
NCL29,OUT013,2620.765
FDO13,OUT027,4475.707
FDE26,OUT018,2278.559
FDA31,OUT010,433.34766
FDX14,OUT035,1126.1917
FDA34,OUT045,2924.647
FDF26,OUT013,2500.1433
FDE38,OUT045,2781.9119
DRI11,OUT046,1987.0226
FDQ60,OUT027,2967.3237
FDL21,OUT027,1092.8776
DRC12,OUT027,5472.0703
FDC47,OUT046,3835.7554
FDE57,OUT045,2041.1287
FDT14,OUT045,2041.1287
NCZ53,OUT046,3068.4573
FDE28,OUT018,3346.6453
FDR19,OUT035,2468.942
NCF54,OUT019,442.3954
FDZ08,OUT046,1309.0095
NCJ05,OUT018,2347.0935
FDF59,OUT046,2090.0125
NCO05,OUT035,1591.7593
FDW24,OUT018,683.7704
NCX42,OUT018,2570.666
NCA53,OUT035,744.9856
FDI45,OUT019,443.03607
FDG46,OUT046,1868.3976
FDM20,OUT010,528.51953
FDW11,OUT010,163.28542
FDX08,OUT035,2983.27
NCK17,OUT035,679.83484
FDK32,OUT018,2314.2195
NCA42,OUT035,2661.3062
DRI01,OUT035,2859.6067
NCL55,OUT049,3972.5232
DRE25,OUT018,1474.7405
FDD14,OUT017,3089.296
FDB10,OUT046,3845.0195
DRN11,OUT035,2468.942
FDP38,OUT018,683.7704
NCA30,OUT017,3079.2715
FDT15,OUT017,3082.9685
NCP55,OUT018,797.5902
FDF12,OUT035,2468.942
FDM21,OUT018,3398.2048
FDX56,OUT035,3523.8943
FDF10,OUT017,2464.1775
FDT32,OUT045,3055.543
FDM51,OUT018,1521.5809
NCR50,OUT018,2347.0935
FDI19,OUT049,3908.325
FDX21,OUT017,1611.5001
FDR31,OUT035,2468.942
FDY02,OUT013,4111.665
NCA29,OUT045,2846.9307
NCX17,OUT046,3845.0195
FDM12,OUT045,3055.543
FDI53,OUT027,4386.086
NCU30,OUT049,2644.2856
FDC56,OUT027,2967.3237
FDK27,OUT018,1905.485
NCK18,OUT017,2781.035
FDB52,OUT019,574.5774
DRG25,OUT027,5382.3345
